data_acidente;dispositivo_de_controle_de_trafego;condicao_climatica;condicao_de_iluminacao;primeiro_tipo_de_acidente;tipo_de_pista_de_trafego;alinhamento;superficie_da_estrada;defeito_da_estrada;tipo_de_acidente;relacionado_a_intersecao_i;dano;causa_contributiva_primaria;num_unidades;ferimento_mais_severo;ferimentos_total;ferimentos_fatais;ferimentos_incapacitantes;ferimentos_nao_incapacitantes;ferimentos_reportado_nao_evidente;ferimentos_sem_indicacao;hora_acidente;dia_semana_acidente;mes_acidente
11/30/2021 01:30:00 PM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA; GIRO ;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;2;LESÃO NÃO-INCAPACITANTE  ;1.0;0.0;0.0;1.0;0.0;1.0;13;3;11
12/11/2020 12:29:00 AM;SINAL DE TRÂNSITO;CLARO;ESCURO, ESTRADA ILUMINADA; GIRO ;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;DESCONSIDERAR SINAL DE TRÂNSITOS;2;RELATADO, NÃO EVIDENTE ;2.0;0.0;0.0;0.0;2.0;2.0;0;6;12
07/14/2022 12:00:00 PM;SINAL DE PARE/LUMINOSO;CLARO;LUZ DO DIA;OBJETO FIXO;OUTRO;CURVA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;$501 - $1,500; FALHAR EM DAR A DIREITA DE PASSAGEM;1;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;1.0;12;5;7
06/20/2018 08:55:00 PM;SINAL DE TRÂNSITO;CLARO;ESCURO, ESTRADA ILUMINADA; GIRO ;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;$501 - $1,500;DESCONSIDERAR SINAL DE TRÂNSITOS;2;RELATADO, NÃO EVIDENTE ;1.0;0.0;0.0;0.0;1.0;3.0;20;4;6
12/14/2021 12:45:00 AM;SINAL DE TRÂNSITO;CLARO;ESCURO, ESTRADA ILUMINADA;OBJETO FIXO;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;NÃO APLICÁVEL;1;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;1.0;0;3;12
01/19/2018 02:35:00 PM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA;TRASEIRA PARA TRÁS;DIVIDIDO - COM MEDIANA (NÃO ELEVADO)  ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;$501 - $1,500;SEGUIR MUITO DE PERTO;2;RELATADO, NÃO EVIDENTE ;1.0;0.0;0.0;0.0;1.0;2.0;14;6;1
11/10/2018 12:20:00 PM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA;TRASEIRA PARA TRÁS;OUTRO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;4.0;12;7;11
11/19/2017 04:30:00 AM;SINAL DE TRÂNSITO;CLARO;ESCURO, ESTRADA ILUMINADA;DESLIZAMENTO LATERAL NA MESMA DIREÇÃO;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;$501 - $1,500;ULTRAPASSAR/ULTRAPASSAR INADEQUADAMENTE;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;3.0;4;1;11
02/28/2023 07:30:00 PM;SEM CONTROLES;CLARO;ESCURO, ESTRADA ILUMINADA;TRASEIRA PARA TRÁS;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;NÃO REDUZIR A VELOCIDADE PARA EVITAR ACIDENTE;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;3.0;19;3;2
09/22/2022 03:15:00 PM;SINAL DE PARE/LUMINOSO;CLARO;LUZ DO DIA;ÂNGULO;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500; FALHAR EM DAR A DIREITA DE PASSAGEM;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;4.0;15;5;9
08/13/2018 01:45:00 AM;SEM CONTROLES;CLARO;ESCURO, ESTRADA ILUMINADA;OBJETO FIXO;DIVIDIDO - COM MEDIANA (NÃO ELEVADO)  ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;N;ACIMA DE $1,500;OPERAR O VEÍCULO DE FORMA ERRÁTICA, IMPRUDENTE, DESCUIDADA, NEGLIGENTE OU AGRESSIVA;1;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;1;2;8
12/12/2017 02:45:00 PM;DESCONHECIDO;NUBLADO/CLARO;LUZ DO DIA;PEDESTRE;DIVIDIDO - COM MEDIANA (NÃO ELEVADO)  ;EM LINHA RETA E NIVELADA;OUTRO;DESCONHECIDO;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;2;LESÃO NÃO-INCAPACITANTE  ;1.0;0.0;0.0;1.0;0.0;1.0;14;3;12
06/22/2018 07:25:00 AM;SINAL DE TRÂNSITO;CHUVA;LUZ DO DIA; GIRO ;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;MOLHADO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;2;LESÃO NÃO-INCAPACITANTE  ;2.0;0.0;0.0;2.0;0.0;2.0;7;6;6
03/12/2020 05:38:00 PM;SEM CONTROLES;CLARO;CREPÚSCULO; GIRO ;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500; FALHAR EM DAR A DIREITA DE PASSAGEM;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;17;5;3
04/21/2020 10:00:00 AM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA;TRASEIRA PARA TRÁS;DIVIDIDO - COM BARREIRA MEDIANA;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;$501 - $1,500;INCAPAZ DE DETERMINAR;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;10;3;4
11/18/2017 01:11:00 PM;SINAL DE TRÂNSITO;CHUVA;LUZ DO DIA;OBJETO FIXO;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;MOLHADO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;DESCONSIDERAR SINAL DE TRÂNSITOS;1;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;1.0;13;7;11
07/13/2016 02:00:00 PM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA;TRASEIRA PARA TRÁS;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;NÃO REDUZIR A VELOCIDADE PARA EVITAR ACIDENTE;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;14;4;7
07/20/2016 04:45:00 PM;DESCONHECIDO;DESCONHECIDO;DESCONHECIDO; GIRO ;FAIXA DE CONVERSÃO CENTRAL;EM LINHA RETA E NIVELADA;DESCONHECIDO;DESCONHECIDO;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;16;4;7
11/20/2018 12:14:00 PM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA;DESLIZAMENTO LATERAL NA MESMA DIREÇÃO;DESCONHECIDO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;ULTRAPASSAR/ULTRAPASSAR INADEQUADAMENTE;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;12;3;11
12/27/2020 06:16:00 PM;SINAL DE TRÂNSITO;CLARO;AMANHECER;ÂNGULO;DIVIDIDO - COM MEDIANA (NÃO ELEVADO)  ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;$501 - $1,500;NÃO APLICÁVEL;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;4.0;18;1;12
07/06/2023 09:20:00 AM;SINAL DE PARE/LUMINOSO;CLARO;LUZ DO DIA;ÂNGULO;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;DESCONSIDERAR  SINAL DE PARE;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;9;5;7
12/29/2021 12:13:00 PM;SINAL DE PARE/LUMINOSO;CLARO;LUZ DO DIA; GIRO ;INTERSEÇÃO EM T;EM LINHA RETA E NIVELADA;SECO;DEFEITO PRÓXIMO A ESTRADA;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;12;4;12
09/17/2019 06:58:00 PM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA;ÂNGULO;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;18;3;9
10/12/2017 08:50:00 AM;SINAL DE PARE/LUMINOSO;CLARO;LUZ DO DIA;DESLIZAMENTO LATERAL NA MESMA DIREÇÃO;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;USO INADEQUADO DA FAIXA;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;8;5;10
01/05/2018 05:07:00 PM;SINAL DE TRÂNSITO;CLARO;ESCURO, ESTRADA ILUMINADA;TRASEIRA PARA TRÁS;DIVIDIDO - COM MEDIANA (NÃO ELEVADO)  ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;SEGUIR MUITO DE PERTO;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;17;6;1
03/21/2022 09:45:00 PM;SINAL DE TRÂNSITO;CLARO;ESCURO, ESTRADA ILUMINADA;TRASEIRA PARA TRÁS;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;$500 OU MENOS;NÃO REDUZIR A VELOCIDADE PARA EVITAR ACIDENTE;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;21;2;3
06/10/2023 07:30:00 PM;DESCONHECIDO;CLARO;CREPÚSCULO; GIRO ;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;SECO;DESCONHECIDO;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;2;LESÃO NÃO-INCAPACITANTE  ;1.0;0.0;0.0;1.0;0.0;2.0;19;7;6
03/01/2017 03:50:00 PM;SEM CONTROLES;CHUVA;LUZ DO DIA; GIRO ;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;MOLHADO;DESCONHECIDO;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500; FALHAR EM DAR A DIREITA DE PASSAGEM;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;4.0;15;4;3
12/11/2021 08:50:00 PM;SINAL DE TRÂNSITO;CLARO;ESCURO, ESTRADA ILUMINADA; GIRO ;INTERSEÇÃO EM T;EM LINHA RETA E NIVELADA;DESCONHECIDO;DESCONHECIDO;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;DESCONSIDERAR SINAL DE TRÂNSITOS;2;LESÃO INCAPACITANTE  ;2.0;0.0;1.0;0.0;1.0;1.0;20;7;12
02/11/2019 03:00:00 PM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA; GIRO ;DIVIDIDO - COM BARREIRA MEDIANA;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;$500 OU MENOS;GIRO INCORRETO/SEM SINAL ;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;15;2;2
08/19/2016 08:15:00 PM;SINAL DE PARE/LUMINOSO;CLARO;LUZ DO DIA;ÂNGULO;MÃO ÚNICA ;EM LINHA RETA E NIVELADA;SECO;DESCONHECIDO;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;20;6;8
02/10/2023 07:05:00 PM;SINAL DE TRÂNSITO;CLARO;ESCURO, ESTRADA ILUMINADA; GIRO ;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500; FALHAR EM DAR A DIREITA DE PASSAGEM;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;19;6;2
02/13/2021 07:28:00 PM;SINAL DE TRÂNSITO;CLARO;ESCURO, ESTRADA ILUMINADA; GIRO ;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;NEVE OU GELO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500; FALHAR EM DAR A DIREITA DE PASSAGEM;2;RELATADO, NÃO EVIDENTE ;1.0;0.0;0.0;0.0;1.0;1.0;19;7;2
07/28/2019 03:25:00 PM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA;TRASEIRA PARA TRÁS;DIVIDIDO - COM BARREIRA MEDIANA;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;3;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;3.0;15;1;7
04/06/2019 08:35:00 PM;SINAL DE TRÂNSITO;CLARO;ESCURO, ESTRADA ILUMINADA; GIRO ;MÃO ÚNICA ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;$501 - $1,500;USO INADEQUADO DA FAIXA;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;3.0;20;7;4
12/13/2018 04:45:00 PM;SINAL DE PARE/LUMINOSO;CLARO;AMANHECER;DESLIZAMENTO LATERAL NA MESMA DIREÇÃO;MÃO ÚNICA ;EM LINHA RETA E NIVELADA;SECO;DESCONHECIDO;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;ULTRAPASSAR/ULTRAPASSAR INADEQUADAMENTE;3;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;3.0;16;5;12
11/17/2022 07:15:00 AM;SEM CONTROLES;CLARO;LUZ DO DIA;TRASEIRA PARA TRÁS;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;SEGUIR MUITO DE PERTO;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;7;5;11
09/18/2020 12:30:00 PM;DIREÇÃO DE PREFERÊNCIA;CLARO;LUZ DO DIA;PEDESTRE;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;$500 OU MENOS;NÃO CUMPRIMENTO DA DIREÇÃO DE PREFERÊNCIA DE DIREITO DE PASSAGEM;2;LESÃO NÃO-INCAPACITANTE  ;1.0;0.0;0.0;1.0;0.0;1.0;12;6;9
12/06/2020 06:50:00 PM;SINAL DE TRÂNSITO;CLARO;ESCURO, ESTRADA ILUMINADA;ÂNGULO;DIVIDIDO - COM BARREIRA MEDIANA;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;DESCONSIDERAR SINAL DE TRÂNSITOS;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;18;1;12
10/23/2016 03:00:00 AM;SINAL DE PARE/LUMINOSO;CLARO;ESCURO, ESTRADA ILUMINADA;ÂNGULO;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500; FALHAR EM DAR A DIREITA DE PASSAGEM;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;3.0;3;1;10
08/01/2021 04:40:00 AM;SINAL DE TRÂNSITO;CLARO;ESCURO, ESTRADA ILUMINADA; GIRO ;DIVIDIDO - COM BARREIRA MEDIANA;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;DIRIGIR NO LADO ERRADO/ERRADO;2;LESÃO NÃO-INCAPACITANTE  ;1.0;0.0;0.0;1.0;0.0;1.0;4;1;8
10/24/2018 04:10:00 PM;SINAL DE PARE/LUMINOSO;CLARO;LUZ DO DIA;ÂNGULO;DIVIDIDO - COM MEDIANA (NÃO ELEVADO)  ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;$501 - $1,500; FALHAR EM DAR A DIREITA DE PASSAGEM;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;4.0;16;4;10
12/08/2019 08:14:00 AM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA;DESLIZAMENTO LATERAL NA MESMA DIREÇÃO;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;8;1;12
02/22/2017 07:15:00 AM;SINAL DE TRÂNSITO;NUBLADO/CLARO;LUZ DO DIA; GIRO ;DIVIDIDO - COM MEDIANA (NÃO ELEVADO)  ;EM LINHA RETA E NIVELADA;MOLHADO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;ULTRAPASSAR/ULTRAPASSAR INADEQUADAMENTE;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;3.0;7;4;2
11/02/2021 03:30:00 PM;SEM CONTROLES;DESCONHECIDO;LUZ DO DIA;DESLIZAMENTO LATERAL NA MESMA DIREÇÃO;INTERSEÇÃO EM T;EM LINHA RETA E NIVELADA;OUTRO;DESCONHECIDO;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;15;3;11
03/11/2022 04:36:00 PM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA; GIRO ;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;DIRIGIR NO LADO ERRADO/ERRADO;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;16;6;3
02/16/2023 12:20:00 PM;SEM CONTROLES;CHUVA;LUZ DO DIA;DESLIZAMENTO LATERAL NA MESMA DIREÇÃO;DIVIDIDO - COM BARREIRA MEDIANA;EM LINHA RETA E NIVELADA;MOLHADO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;$501 - $1,500;NÃO REDUZIR A VELOCIDADE PARA EVITAR ACIDENTE;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;12;5;2
03/05/2022 08:02:00 AM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA;OBJETO FIXO;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;NÃO APLICÁVEL;1;LESÃO NÃO-INCAPACITANTE  ;1.0;0.0;0.0;1.0;0.0;0.0;8;7;3
06/29/2019 04:35:00 PM;DESCONHECIDO;CLARO;LUZ DO DIA;DESLIZAMENTO LATERAL NA MESMA DIREÇÃO;INTERSEÇÃO DESCONHECIDA TSPE;EM LINHA RETA E NIVELADA;SECO;DESCONHECIDO;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;N;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;5;LESÃO NÃO-INCAPACITANTE  ;4.0;0.0;0.0;1.0;3.0;2.0;16;7;6
06/16/2018 04:30:00 PM;SEM CONTROLES;CLARO;LUZ DO DIA;VEÍCULO MOTORIZADO ESTACIONADO;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500; FALHAR EM DAR A DIREITA DE PASSAGEM;3;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;3.0;16;7;6
07/05/2018 10:22:00 AM;SINAL DE PARE/LUMINOSO;CLARO;LUZ DO DIA;ÂNGULO;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;DESCONSIDERAR  SINAL DE PARE;3;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;3.0;10;5;7
04/24/2018 06:45:00 PM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA;TRASEIRA PARA TRÁS;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;SEGUIR MUITO DE PERTO;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;3.0;18;3;4
01/22/2017 09:53:00 PM;SINAL DE PARE/LUMINOSO;NEBLINA/FUMAÇA/NEBLINA;ESCURO, ESTRADA ILUMINADA;ÂNGULO;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;MOLHADO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500; FALHAR EM DAR A DIREITA DE PASSAGEM;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;4.0;21;1;1
07/19/2019 07:29:00 PM;SEM CONTROLES;CLARO;LUZ DO DIA;ÂNGULO;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500; FALHAR EM DAR A DIREITA DE PASSAGEM;2;LESÃO NÃO-INCAPACITANTE  ;3.0;0.0;0.0;3.0;0.0;1.0;19;6;7
08/28/2020 05:20:00 PM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA;TRASEIRA PARA TRÁS;DIVIDIDO - COM BARREIRA MEDIANA;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;$501 - $1,500;INCAPAZ DE DETERMINAR;2;RELATADO, NÃO EVIDENTE ;1.0;0.0;0.0;0.0;1.0;2.0;17;6;8
11/12/2020 10:35:00 PM;SEM CONTROLES;CHUVA;ESCURO;VEÍCULO MOTORIZADO ESTACIONADO;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;MOLHADO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;NÃO REDUZIR A VELOCIDADE PARA EVITAR ACIDENTE;3;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;22;5;11
08/23/2019 06:41:00 PM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA; GIRO ;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;N;ACIMA DE $1,500; FALHAR EM DAR A DIREITA DE PASSAGEM;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;18;6;8
06/02/2023 06:58:00 PM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA; GIRO ;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;USO INADEQUADO DA FAIXA;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;3.0;18;6;6
09/20/2018 05:00:00 PM;SINAL DE PARE/LUMINOSO;CLARO;LUZ DO DIA;ÂNGULO;OUTRO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500; FALHAR EM DAR A DIREITA DE PASSAGEM;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;17;5;9
